Nasa;Productnaam;Afdeling;Subafdeling;Actief;Gewicht;Kans14
60546;activia vz waln 4p;Zuivel;Zuivel;Ja;1;1
76272;ah karnemelk;Zuivel;Zuivel;Ja;1;1
69584;ah kefir framboos;Zuivel;Zuivel;Ja;1;1
73446;ah kl yogh lem curd;Zuivel;Zuivel;Ja;1;1
30732;ah kwark yogh perz;Zuivel;Zuivel;Ja;1;1
30739;ah kwarkbar aardb;Zuivel;Zuivel;Ja;1;1
30740;ah kwarkbar vanille;Zuivel;Zuivel;Ja;1;1
694385;ah moelleux chocolate;Zuivel;Zuivel;Ja;1;1
30736;ah prot dr choco;Zuivel;Zuivel;Ja;1;1
678180;ah prot drink aardb;Zuivel;Zuivel;Ja;1;1
70030;ah prot drinky aard;Zuivel;Zuivel;Ja;1;1
70031;ah prot drinky ban;Zuivel;Zuivel;Ja;1;1
66621;ah prot kwark frmbs;Zuivel;Zuivel;Ja;1;1
75659;ah prot mousse choc;Zuivel;Zuivel;Ja;1;1
37247;ah prot pud karaml;Zuivel;Zuivel;Ja;1;1
69594;ah roomyog perz mar;Zuivel;Zuivel;Ja;1;1
69581;ah terra gurt aardb;Zuivel;Zuivel;Ja;1;1
30744;ah terra gurt bosvr;Zuivel;Zuivel;Ja;1;1
69568;ah terra gurt perz;Zuivel;Zuivel;Ja;1;1
60538;ah terra kl s vanil;Zuivel;Zuivel;Ja;1;1
687135;ah terra pl amandr;Zuivel;Zuivel;Ja;1;1
11851;ah terra pl crem fr;Zuivel;Zuivel;Ja;1;1
57960;ah terra pl gur ong;Zuivel;Zuivel;Ja;1;1
53400;ah terra pl gurt vanil;Zuivel;Zuivel;Ja;1;1
579876;ah terra pl haverdr;Zuivel;Zuivel;Ja;1;1
727622;ah terra pl kwarq soja;Zuivel;Zuivel;Ja;1;1
701577;ah terra pl soja k;Zuivel;Zuivel;Ja;1;1
43264;ah vol zuiveldrink;Zuivel;Zuivel;Ja;1;1
61280;ah wit choc mousse;Zuivel;Zuivel;Ja;1;1
727611;alpro aardbei soya;Zuivel;Zuivel;Ja;1;1
69596;alpro m2g choc&ban;Zuivel;Zuivel;Ja;1;1
69597;alpro m2g koffie&ka;Zuivel;Zuivel;Ja;1;1
699387;alpro mild&cr natur;Zuivel;Zuivel;Ja;1;1
667380;alpro pl g stl vet;Zuivel;Zuivel;Ja;1;1
602679;alpro soja naturel;Zuivel;Zuivel;Ja;1;1
60549;alpro yog bb muffin;Zuivel;Zuivel;Ja;1;1
60562;arla cult kefir nat;Zuivel;Zuivel;Ja;1;1
60563;arla cult kefir van;Zuivel;Zuivel;Ja;1;1
751741;arla vn yog hv bio;Zuivel;Zuivel;Ja;1;1
26304;blue b plant kookr;Zuivel;Zuivel;Ja;1;1
26305;blue b plant slagr;Zuivel;Zuivel;Ja;1;1
691558;bongasta schapenjog;Zuivel;Zuivel;Ja;1;1
845352;camp milde kwark kokos;Zuivel;Zuivel;Ja;1;1
781271;camp oranjevla le;Zuivel;Zuivel;Ja;1;1
588678;camp vlaflip van;Zuivel;Zuivel;Ja;1;1
702156;dan activia vanillesmaak;Zuivel;Zuivel;Ja;1;1
510027;dan danio aardbei;Zuivel;Zuivel;Ja;1;1
802405;dan mango kiwi;Zuivel;Zuivel;Ja;1;1
510031;dan perzik;Zuivel;Zuivel;Ja;1;1
97172;dan sprinkl'ins;Zuivel;Zuivel;Ja;1;1
5777;danio duo choco bal;Zuivel;Zuivel;Ja;1;1
728306;danio kers;Zuivel;Zuivel;Ja;1;1
702117;danone danoontje;Zuivel;Zuivel;Ja;1;1
700728;danone m&m mix;Zuivel;Zuivel;Ja;1;1
856027;dzh yogh turkse stijl 8%;Zuivel;Zuivel;Ja;1;1
741821;ehrmann des toffee;Zuivel;Zuivel;Ja;1;1
30674;hipro prot banan pb;Zuivel;Zuivel;Ja;1;1
30673;hipro prot caram;Zuivel;Zuivel;Ja;1;1
56629;hipro prot pud car;Zuivel;Zuivel;Ja;1;1
788550;hipro prot strac;Zuivel;Zuivel;Ja;1;1
30370;isey skyr mango panna cot;Zuivel;Zuivel;Ja;1;1
30716;mu chocfudge mousse;Zuivel;Zuivel;Ja;1;1
798860;mu citroen vla;Zuivel;Zuivel;Ja;1;1
798844;mu gortepap;Zuivel;Zuivel;Ja;1;1
60564;mu prot milks choc;Zuivel;Zuivel;Ja;1;1
60566;mu prot milks fudge;Zuivel;Zuivel;Ja;1;1
43254;mu protein cr brule;Zuivel;Zuivel;Ja;1;1
846752;mu protein kwark aard/cit;Zuivel;Zuivel;Ja;1;1
856017;mu protein quark blueberr;Zuivel;Zuivel;Ja;1;1
554692;mu protein yog mang;Zuivel;Zuivel;Ja;1;1
30727;mu specials lem ch;Zuivel;Zuivel;Ja;1;1
727560;oatly haverdr halfv;Zuivel;Zuivel;Ja;1;1
60551;optimel dr vz mango;Zuivel;Zuivel;Ja;1;1
16929;optimel protdr perz;Zuivel;Zuivel;Ja;1;1
30808;xxl mousse caram;Zuivel;Zuivel;Ja;1;1
30807;xxl mousse choco;Zuivel;Zuivel;Ja;1;1
26302;xxl nutri fit strwb;Zuivel;Zuivel;Ja;1;1
52871;xxl nutri yogh mang;Zuivel;Zuivel;Ja;1;1
30806;xxl quark strawb;Zuivel;Zuivel;Ja;1;1
60558;zv boer toet aard;Zuivel;Zuivel;Ja;1;1
697208;dzh ongezout roomb;Zuivel;Boter;Ja;81;9
581968;ah roomboter ongez kuip;Zuivel;Boter;Ja;49;7
63710;becel light vp;Zuivel;Boter;Ja;49;7
62741;becel romig;Zuivel;Boter;Ja;25;5
26446;ah terra pl vloeib;Zuivel;Boter;Ja;16;4
63714;bb vloeibaar voordeelpak;Zuivel;Boter;Ja;16;4
83639;blue b halvarine z palm;Zuivel;Boter;Ja;16;4
58493;ah bio grasboter ms ongez;Zuivel;Boter;Ja;9;3
43314;ah halvarine pl;Zuivel;Boter;Ja;9;3
795918;ah roomboter ongezouten;Zuivel;Boter;Ja;9;3
609484;ah terra pl goed begin;Zuivel;Boter;Ja;9;3
581972;ah terra pl smeerb light;Zuivel;Boter;Ja;9;3
82440;alpro minarine;Zuivel;Boter;Ja;9;3
12625;becel light;Zuivel;Boter;Ja;9;3
63707;becel original;Zuivel;Boter;Ja;9;3
63708;becel original vp;Zuivel;Boter;Ja;9;3
538771;becel pro-activ;Zuivel;Boter;Ja;9;3
581967;ah roomboter gez kuip;Zuivel;Boter;Ja;4;2
795921;ah roomboter ongez;Zuivel;Boter;Ja;4;2
581971;ah terra pl halv lekker;Zuivel;Boter;Ja;4;2
26248;ah terra pl vl bal;Zuivel;Boter;Ja;4;2
809776;becel keuken voord verp;Zuivel;Boter;Ja;4;2
63709;becel light;Zuivel;Boter;Ja;4;2
544370;becel pro-activ;Zuivel;Boter;Ja;4;2
63711;becel romig;Zuivel;Boter;Ja;4;2
1849;blue b koken bak braden;Zuivel;Boter;Ja;4;2
503972;blue band goede start;Zuivel;Boter;Ja;4;2
797158;bona;Zuivel;Boter;Ja;4;2
27551;camp grasboter ongez;Zuivel;Boter;Ja;4;2
551193;camp grasboter ongez;Zuivel;Boter;Ja;4;2
809782;croma bakken & braden vrd;Zuivel;Boter;Ja;4;2
697206;dzh roomboter gezouten;Zuivel;Boter;Ja;4;2
833145;echte boter roomb ongez;Zuivel;Boter;Ja;4;2
729760;ff smeren zonder palmolie;Zuivel;Boter;Ja;4;2
697246;kerrygold boter ongez;Zuivel;Boter;Ja;4;2
768489;lurpak smeerb gezouten;Zuivel;Boter;Ja;4;2
581892;lurpak smeerb ongez;Zuivel;Boter;Ja;4;2
768488;lurpak smeerbaar ongez;Zuivel;Boter;Ja;4;2
37359;pres roomboter ong;Zuivel;Boter;Ja;4;2
24400;ah bak en braad;Zuivel;Boter;Ja;1;1
832108;ah bio roomboter gezout;Zuivel;Boter;Ja;1;1
505412;ah bio roomboter ongez;Zuivel;Boter;Ja;1;1
888899;ah roomboter gez halfv;Zuivel;Boter;Ja;1;1
697202;ah roomboter gezouten;Zuivel;Boter;Ja;1;1
795919;ah roomboter gezouten;Zuivel;Boter;Ja;1;1
43315;ah smeerb light pl;Zuivel;Boter;Ja;1;1
697204;ah smeerb roomb ongez;Zuivel;Boter;Ja;1;1
581970;ah terra pl smeerb balans;Zuivel;Boter;Ja;1;1
43313;ah terra pl smeerb romig;Zuivel;Boter;Ja;1;1
54096;ah terra pl vloei;Zuivel;Boter;Ja;1;1
63713;bb vloeibaar;Zuivel;Boter;Ja;1;1
33286;becel met boter;Zuivel;Boter;Ja;1;1
33287;becel met boter;Zuivel;Boter;Ja;1;1
43316;becel met roomb palm vrij;Zuivel;Boter;Ja;1;1
63712;becel omega 3+;Zuivel;Boter;Ja;1;1
616765;becel pro-activ cal light;Zuivel;Boter;Ja;1;1
83391;becel vlees&jus;Zuivel;Boter;Ja;1;1
809770;becel vlees&jus fl;Zuivel;Boter;Ja;1;1
809779;bertolli met olijf;Zuivel;Boter;Ja;1;1
513951;bertolli smeerbaar;Zuivel;Boter;Ja;1;1
74752;blue b koken bak braden;Zuivel;Boter;Ja;1;1
1855;blue band halvarine vp;Zuivel;Boter;Ja;1;1
31051;blue band romig ongez;Zuivel;Boter;Ja;1;1
33992;blue band romig ongez;Zuivel;Boter;Ja;1;1
521842;camp bg roomb ongz;Zuivel;Boter;Ja;1;1
751574;camp grasboter gez kp;Zuivel;Boter;Ja;1;1
609509;camp roomboter gezout;Zuivel;Boter;Ja;1;1
809781;croma mild olijf;Zuivel;Boter;Ja;1;1
884361;dzh roomboter ongezouten;Zuivel;Boter;Ja;1;1
833154;echte boter cups ongez;Zuivel;Boter;Ja;1;1
850170;echte boter roomb gez;Zuivel;Boter;Ja;1;1
716524;ff bak zo palm;Zuivel;Boter;Ja;1;1
14160;ff opgroeien zonder palm;Zuivel;Boter;Ja;1;1
43310;ff smeren z palm light;Zuivel;Boter;Ja;1;1
716525;ff smeren zonder palmolie;Zuivel;Boter;Ja;1;1
84065;gouda halvarine;Zuivel;Boter;Ja;1;1
716583;lurpak smeerb gezouten;Zuivel;Boter;Ja;1;1
37349;pres roomb gez;Zuivel;Boter;Ja;1;1
37357;pres roomb ong;Zuivel;Boter;Ja;1;1
1850;zeeuws meisje plantaardig;Zuivel;Boter;Ja;1;1
737348;ah burrata 50+ st;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;144;12
76411;ah rundvleessalade 600g;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;121;11
849722;ah bio cottage cheese;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;100;10
65086;ah kruidenboter;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;100;10
70493;ah terra pl humm nat;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;100;10
8047;danone vital huttenkase;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;100;10
634907;galbani mozzarella maxi;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;100;10
67351;ah aardappelsalade 600g;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;81;9
67352;ah huzarensalade 600g;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;81;9
69733;ah mozzarella mini;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;81;9
624131;ah rus eislaatje 200g;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;81;9
5279;ah terra pl mort pistache;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;81;9
43766;cottage cheese natu;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;81;9
37889;dairly cottage cheese 20+;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;81;9
830900;garlan roomkaas kruid;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;81;9
54184;zaanl bel 48+ vvp pl zb;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;81;9
17602;ah mini burratine;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;64;8
848774;ah mozzarella;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;64;8
70499;ah terra pl humm pikant;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;64;8
582905;ah terra pl humm zgdr tom;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;64;8
80322;apetina kaasbl kr&sp;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;64;8
715904;galbani burrata;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;64;8
801760;ah bio griekse feta;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;49;7
715078;ah grieks feta;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;49;7
715084;ah it buffel mozzarella;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;49;7
545324;ah russisch ei schotel;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;49;7
832099;ah zuivelspr naturel;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;49;7
8045;danone vital huttenkase;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;49;7
731959;eru goudkuipje nature gvp;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;49;7
846598;ah aardappel ei salade;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;36;6
761798;ah ei salade;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;36;6
610515;ah huzarenschotel;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;36;6
715079;ah it grana padano;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;36;6
69747;ah mozzarella light;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;36;6
797108;ah party dip;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;36;6
35846;ah rundvleessalade;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;36;6
846593;ah rundvleessalade 400g;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;36;6
794347;ah rundvleesschotel;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;36;6
9781;ah terra pl bacon;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;36;6
19620;ah terra pl fil amer;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;36;6
742890;ah terra pl grillworst;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;36;6
749783;ah tzatziki;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;36;6
77962;ah zeezoutboter;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;36;6
779417;johma frisse tonyn salade;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;36;6
794126;johma kip samba salade;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;36;6
849725;ah bio parmigiano reggia;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
69775;ah cottage appel;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
849721;ah cottage cheese;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
43767;ah cottage cheese bieslk;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
796244;ah geitenkaas hon;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
796243;ah geitenkaas nat;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
741567;ah grana padan dop 30+ fl;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
846605;ah huzarenslaatje;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
801850;ah italiaanse ricotta;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
707340;ah jamòn serrano;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
801789;ah mascarpone 80+;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
9782;ah terra pl boterhamw;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
634112;ah witte kaasbl in olie;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
840579;ah zuivelspr light;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
691149;beemster jb gvp pl;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
692674;carpaccio;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
506585;chavroux 45+;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
589577;chovi allioli;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
7373;galbani mozz bufala mini;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
576899;galbani mozzarella;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
804947;joh surinaamse ei salade;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
631937;philadelphia kruiden;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
842513;philadelphia light;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
731956;salakis feta plak;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
846093;vs kipworst pl;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
13371;wahid kipfilet;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;25;5
825528;ah bio mozzarella;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
69774;ah burrata maxi;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
741546;ah extra bel 48+ st;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
783946;ah leverkaas;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
697661;ah scharrel kipfilet;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
22103;ah smeerkaas naturel 15+;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
22102;ah smeerkaas naturel 48+;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
599111;ah smeltkaas cheddar plak;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
35853;ah surimi krab salade;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
17051;ah surimi salade;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
47350;ah terra gr sp tom cash;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
19621;ah terra pl fil amer pepr;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
609007;ah terra pl humm nat gvp;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
742894;ah terra pl smeerleverw;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
886793;ah terra pl spread komkom;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
17049;ah tonijnsalade;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
610519;ah zalmschotel;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
853909;beemster belegen 48+plak;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
731953;beemster jong vvp pl;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
571527;boursin cuis knofl;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
43765;cottage cheese groo;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
64941;danish chef naturel;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
524701;dzj j bel stuk 48+ gvp;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
7386;eru goudkuipje natu;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
623176;galbani mozzarella mini;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
809026;heks'nkaas;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
806867;heks'nkaas vgn;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
856476;johma gevuld eitje salade;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
804943;johma kip kerrie salade;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
70527;johma kip mango 175 gr;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
804944;johma tonijn salade;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
787039;johma zalm salade;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
622455;kips kl smeerleverworst;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
520009;maza hoemoes;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
856340;maza hoemoes less salt;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
741571;paturain kruiden;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
842514;phil original family pack;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
631936;philadelph bieslook;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
842512;philadelphia original;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
629941;west amb eierslaatje 140g;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
54183;zaanl jb 48+ vvp pl zb;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
800019;zv gerookte kipfilet;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;16;4
848728;ah brie 60+;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
43768;ah cottage cheese sw ch;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
12604;ah ei truffel salade;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
838078;ah farmer salade;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
799450;ah filet americain ui;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
593927;ah fltd kipfilet;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
83475;ah fltd rauweham;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
819932;ah geitenkaas 45+ rol;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
819933;ah geitenkaas schijfjes;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
810832;ah geraspte mozzarella;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
612984;ah gerookte kipfilet;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
5830;ah gorgonzola 48+;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
741544;ah goudse jong 48+ st;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
801775;ah grana padano poeder;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
69818;ah halloumi;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
796240;ah italiaanse mozzarella;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
707238;ah kipfilet pittig;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
779494;ah ontbijtspek;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
849834;ah pannenkoekenspek;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
788126;ah parmig reg 32+ flakes;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
603012;ah pasta kaas 45+ gemalen;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
603010;ah pizza kaas 40+ gemalen;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
60524;ah schar kipf fltdn bew;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
761802;ah sellerie salade;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
47354;ah terra pl filet amer ui;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
742886;ah terra pl ham;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
800065;ah terra pl pepersalami;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
63409;ah terra pl rosbief;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
69881;ah veg kipfilet;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
102184;apetina witte kaas;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
731960;apetina witte kaas pl 40%;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
853941;beemster jong bel 48+plak;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
4240;castello blue 70+;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
4235;danish chef kruiden;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
744604;dodoni feta;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
793716;dzh jong 48+ plak;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
707065;dzh jong belegen 48+ plak;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
574899;dzh kaas rasp pittig 45+;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
708528;dzh mild 45+ rasp gvp;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
804942;johma ei salade;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
804940;johma farmer salade;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
804945;johma krab salade;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
794125;johma oude kaassalade;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
779414;johma pikante kip kerrie;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
707248;kips kleintje veg smrwrst;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
707247;kips vega paté;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
825887;la vache qui rit naturel;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
838099;maza hoemoes kerrie;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
14760;milner jong 35+ pl;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
793902;monchou verse roomkaas;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
846099;vs boterhamworst pl;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
712704;wahid hamburgers;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
731239;wahid kipdij doner;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
808271;wahid kipfilet;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
629939;west amb rundvleesslaatje;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
54162;zaanl j 48+ vvp pl zb gvp;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
557443;zan gran padano dop;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;9;3
590167;ah achterham gvp;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;4;2
715203;ah bauernschinken;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;4;2
783945;ah berliner leverworst;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;4;2
639245;ah bio bel 50+ geraspt;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;4;2
849723;ah bio ricotta;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;4;2
69776;ah cottage perzik;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;4;2
807851;ah cremepate;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;4;2
706812;ah eitje preitje salade;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;4;2
54498;ah fil americn minder vet;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;4;2
598119;ah flinterdunne salami;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;4;2
59375;ah gehakt;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;4;2
810834;ah geraspte gruyere;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;4;2
691138;ah goud jong bel 48+ rasp;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;4;2
741545;ah goudse bel 48+ st;Kaas/Vleeswaren;Kaas/Vleeswaren;Ja;4;2
